OP_221219-21_58_03-None_QR440-0111-00036-rx_Beam1_HV_17.7_21.2_GHz_both_19.2_GHz_20C
date time, 19-12-22 21:58:03
itcc_runner_version, 1.2.4628
array geometry, Mrk1_S2000_TLM_RX_ArrayGeometry_V20062022_CalInfo
lens_assembly name, None
lens type (rx/tx), rx
Nlens, 3
Nports, 96
Nf, 36
# acu_version, 1.6.8
f_s, 17.7
f_e, 21.2
# f_c, 19.2
Source power [dBm], -40
IFBW [Hz], 200
Probe orientation, HV
Beam, 1
Calibration data, True
Temp. [°C],20
rfic temperatures,-86.50912821428571error reading rfic temperatures
barcodes,440-0111-00036
17.7,, 17.8,, 17.9,, 18.0,, 18.099999999999998,, 18.2,, 18.3,, 18.4,, 18.5,, 18.599999999999998,, 18.7,, 18.8,, 18.9,, 19.0,, 19.099999999999998,, 19.2,, 19.3,, 19.4,, 19.5,, 19.599999999999998,, 19.7,, 19.8,, 19.9,, 20.0,, 20.1,, 20.2,, 20.3,, 20.4,, 20.5,, 20.6,, 20.7,, 20.8,, 20.9,, 21.0,, 21.1,, 21.2
-19.935783601202758, 291.82965418242344, -20.041954863264195, 132.46942078676838, -19.16660084575308, 335.4560929032901, -18.635872958114586, 186.3116805326423, -18.01915976709931, 32.70741174079317, -15.623764123346191, 242.75479260624948, -14.00768239786428, 94.2743493614702, -10.736675632730963, 291.59135222695375, -6.584292478964001, 130.25149492788603, -4.145690546367229, 311.05959681074046, -3.9661489471224165, 121.38792415531793, -5.723437185276935, 316.2491605200119, -7.750706722361874, 155.46994310824243, -8.442060438692332, 1.9207561852923636, -8.36360501870096, 212.27928228979152, -8.873618871913017, 57.29571254161613, -8.441105337264183, 263.8480689568832, -8.182049119638595, 116.82597996904684, -7.796582302753766, 324.94441187165506, -6.536049781014292, 174.8288095037044, -5.61175355494999, 24.575502715298068, -4.622413582840753, 227.45141831758914, -3.2448241262860975, 70.95905414910806, -2.50177902055906, 269.95123265410757, -1.6877723319302702, 102.10248276989094, -1.827318350845585, 295.1234730991615, -3.733306299061765, 125.39037359464209, -5.4594682340126885, 318.51572150332066, -8.438911274511613, 156.99882259016817, -11.771933883488387, 356.91643856474997, -15.308628268976765, 205.46055218242176, -18.159540664551358, 56.70961375692759, -21.439433667927915, 265.607157172818, -26.18509079946612, 120.45416705716859, -31.878142628964046, 359.5854517480061, -32.02905683858141, 254.65989034652023
-21.702308050192066, 289.0385342253727, -21.848139907218098, 133.79351279768252, -21.618808735796602, 332.8926492468156, -20.488820253650594, 183.65535948367844, -19.883436719309728, 33.15020402360851, -17.07646562174087, 236.4495172960618, -14.090222616550163, 90.52124531796312, -11.475642026516537, 280.8479709535319, -5.657702779333762, 112.76424661482656, -3.2447667046871693, 294.25447914191165, -3.406298282194263, 99.2527882881061, -3.9589270682503432, 295.24948111699837, -7.202991914880551, 136.97244157699802, -7.250894591131964, 338.54862520050335, -7.155488137567384, 194.37917216324988, -7.742494979476389, 38.81698884884336, -6.657776661300922, 244.1959927548741, -6.972333770421226, 100.80439644047416, -6.723787304148572, 304.62258647373227, -5.301105468884158, 156.91285422173493, -5.099824677381733, 7.286636279863184, -4.304056560429261, 212.59907877203773, -2.9673556750417736, 59.141966169664066, -2.3114879115068496, 259.90976074923384, -1.424446693089797, 91.68940031261403, -1.7413872753299566, 285.4161809099465, -3.6644842515662064, 118.16419055810384, -5.730281911820527, 314.93743543532094, -8.918113735586191, 156.18683997054163, -12.36501305910831, 1.4286299078228544, -15.448253308403896, 217.6994578982166, -17.864479945584776, 75.47301123334607, -19.837611703424884, 291.08183946469586, -22.374325662924768, 147.33095616094914, -24.921936650204085, 4.793925608666274, -27.749326508140854, 225.17839047841136
-27.65278536124307, 67.04847666323236, -27.71643370839017, 271.6470541949038, -26.383451821134862, 118.50699114999081, -25.13016944578962, 333.5837337700163, -23.582091894762055, 184.02959140122897, -20.248179434031016, 36.22143579532764, -17.96426672490683, 250.29601718382554, -14.344586966188226, 91.11712114254043, -9.918771931518272, 293.37090161080835, -7.38960039753392, 117.96433860629041, -7.223406641020712, 291.01584424409447, -8.802656206020089, 128.00461066048607, -10.605770092078215, 326.5343185370288, -11.614035831697763, 172.0561207457299, -12.150799096462467, 24.142581258479954, -13.181511039602121, 234.37145247940398, -12.92766274291039, 85.82030370721886, -12.870568905364667, 301.86660713702486, -12.766513047398782, 151.7984943791125, -11.786659409861063, 4.846784238946248, -10.772919087542723, 217.9767497548197, -9.428982798126972, 63.30358945089308, -7.814373585347457, 270.99991302970045, -6.5216530273956845, 116.02197959837058, -4.819669791370314, 312.5823737551438, -4.15310643493817, 148.34103601525007, -5.2693569454089975, 340.6058730088764, -6.173914614015716, 175.2331007972003, -8.316660141191639, 17.813301709785375, -10.39219435485414, 220.87488021755095, -12.672123381702793, 68.0843136966029, -14.934946238094389, 277.397816939561, -17.456762298006193, 125.47827422213615, -21.11295877544255, 332.9790775388032, -26.477558763182678, 191.3699725998662, -30.43973448398795, 72.36838064385321
-19.506783093377404, 62.67019603215512, -19.446641688701227, 268.36307874972806, -19.055884771377542, 108.28860941207851, -18.032103018043586, 319.950703578936, -17.609738785982, 171.9237238736467, -15.002088513549271, 19.04320355963606, -12.686708430949135, 236.71480664699197, -11.140482530651592, 71.48682145183605, -6.72329615270475, 267.9186596253898, -5.7292678383536515, 94.94703091136059, -7.208218522057708, 265.57497056171144, -8.624370497911665, 106.10019050346085, -12.712889663192247, 312.18109229173035, -13.416368450229685, 159.26309220454257, -13.486543317923843, 21.64981102231392, -13.69464262913832, 229.34863261673078, -12.34653384887478, 74.97832403108474, -12.149470765762462, 290.3100883246087, -11.201651348944575, 130.2821833303796, -9.114168032921073, 338.75767231529323, -8.113168024337348, 185.10800360235015, -6.616396683465541, 26.100306803047328, -4.9630052354700185, 228.91468768230567, -4.370486553320335, 67.90892644883363, -3.500112626349848, 259.80004874924623, -3.8656489427449388, 93.96541397562115, -5.7009504820218035, 288.4220715151541, -7.3303097253549705, 127.71621951534439, -9.48678009633782, 330.83617866988067, -11.933078013815845, 172.61114431628215, -14.866485532184878, 22.78141230833179, -17.883418288467464, 239.22482928095823, -19.572136297029196, 93.75018838477828, -22.271945013512937, 303.28549466304656, -25.310225807368806, 151.9700297604485, -29.101714304240716, 0.4378070548842794
-19.338580267386117, 80.27487096202096, -19.365089138350143, 275.64375626547513, -18.550665810338508, 116.00405299659101, -17.906836943919522, 325.93593857265995, -17.202380947010003, 171.37413224181918, -14.717483927190408, 20.536783015709986, -13.23832122048482, 232.5152708762078, -10.290391647496717, 71.4925366410131, -6.587744873368976, 273.23832593237194, -4.570822186747537, 99.11036938906499, -4.547910403624798, 274.2032718062179, -6.20919257893428, 113.09104577815482, -7.866813500048336, 314.6260536497008, -8.464553847253603, 161.80954911215036, -8.449457183662524, 15.117751226287751, -8.63243370176141, 224.936440579738, -7.513491973705309, 72.61834570558077, -6.8703519331276794, 283.2727377872033, -6.359775448820198, 128.6386995680903, -4.8901003674525025, 336.28694178000734, -3.6772896756743165, 183.67358266908013, -2.315909753159882, 24.39417627545773, -0.7984070378778321, 226.8948594941969, 0.1304116593885689, 66.62463796984626, 1.131420213167339, 259.2164664785293, 0.9395978225622053, 93.22397543160588, -0.8259270586697675, 286.7631994781219, -2.397917212613957, 123.36011462339368, -5.042937749194262, 325.40757860589605, -7.816318370487246, 170.44011471480533, -9.920220573679849, 23.040528764645835, -12.400760069819263, 231.83164339775934, -15.311513896707545, 79.88246225251301, -19.992791211625708, 292.22483842125536, -25.894071139910547, 167.72581794852186, -26.43104767855158, 69.22870559304054
-20.08630698545698, 54.60176433204662, -20.14899504528907, 260.36579151132923, -20.140053783501244, 100.1860672707306, -19.55166690093955, 313.8940387910043, -19.45714677399987, 169.11866548486415, -17.04222081694171, 20.030496142614755, -14.629390216414947, 243.21524245879772, -12.669706923486165, 81.6336057808887, -7.738653959423411, 282.78970948592746, -5.8178381334347895, 113.3334191912181, -5.986028990296482, 285.23223127628955, -6.011640569289182, 124.002151483926, -8.779204296520017, 325.5885092793659, -8.409067311508156, 165.0983070766642, -8.277502901577305, 18.66932654759893, -8.766471961203777, 221.71619882853352, -7.466561856801231, 65.19601032510693, -7.509151871574055, 277.479372904432, -7.104687879938946, 116.9520277085467, -5.539110088757577, 325.8949663549606, -5.039957247948959, 173.3724237125382, -4.03195125704418, 16.70894024597724, -2.513741368872444, 222.31364402994765, -1.681533569858481, 62.48039635179339, -0.6892846000904035, 253.89175022075682, -0.9527227885402113, 87.74932717512698, -2.6884223843191273, 280.63881113626155, -4.7285022037647675, 117.78853186202478, -7.36807200608869, 322.97925430261733, -9.80491846885376, 169.01967699239952, -12.277148428869788, 22.69426917382801, -14.636861909509125, 237.84937336029935, -16.710739348475517, 91.43558145200164, -19.504913781178207, 307.7727947616649, -21.9227732662835, 163.53207959935636, -24.51836566682921, 25.248311903340227
-20.372960766875515, 282.04694612099377, -20.95908074943309, 122.03109470941284, -20.59047802152612, 326.818217870922, -20.09273848303655, 179.8558805476024, -19.26552166140492, 26.741088428464746, -16.791387960421314, 234.23650112287993, -15.32083217047984, 84.3557674575122, -12.145025198502914, 279.97119991145473, -7.99073416577182, 116.4274443347289, -5.832527126517304, 294.81897792866573, -6.019141350985477, 104.61593939617185, -7.944391927619774, 299.17119257568083, -10.225350504747205, 137.65741530853194, -11.30228306654745, 344.1097571718572, -11.572094501253783, 196.11707879422977, -12.09996073629599, 44.067436808707896, -11.53435738043067, 251.85354602544936, -11.44157498965976, 105.22442968761827, -11.458269072916739, 315.8337771343216, -10.50026444506507, 171.47264615919596, -9.429159957760469, 28.18878789817285, -7.793000737853937, 235.46298399123083, -5.880833985717845, 81.51106089430588, -4.566205056968892, 281.76121976805183, -3.2058404281727597, 113.78669357453245, -3.120865435192131, 306.5162406465033, -4.731369212392046, 138.0783467079938, -5.957771054446455, 333.54016886163095, -8.82374510532495, 172.04038648328313, -12.242080394925178, 14.356368623651024, -14.636145151475873, 229.27742571098582, -17.041478721262756, 80.24090785814232, -18.987677921466396, 290.4232087419658, -22.564623350777758, 139.42379253935758, -27.771966352771766, 5.101141047546749, -29.937069873192463, 261.14232473669205
-21.28933982073868, 282.737683699904, -21.571393336857575, 126.25841784805363, -21.581134272032536, 323.6899200176069, -20.901043101668897, 173.00201910479524, -20.758276460838083, 21.47170940234157, -18.670503732260286, 223.71071724880477, -16.610711747846764, 77.91597366864143, -15.004127820044555, 270.2393819487643, -10.14184715140329, 107.35678843133805, -8.27607590906165, 295.93894255899954, -8.465013405654515, 107.40947205460085, -8.812334365083771, 308.0237667292324, -11.884209927196835, 152.05065001935276, -12.003199393444886, 354.2073584774798, -12.192835645768554, 211.88635359531767, -12.905758802776221, 61.475865966465804, -11.168224228590777, 271.61046367899604, -10.530063256882013, 128.12000726580007, -9.748622645761806, 329.84778679955446, -8.139304429438466, 180.68111590890027, -7.713670963573907, 30.007076980038086, -6.822865143478204, 233.6578695340179, -5.5470720685873784, 78.68057389250643, -5.188153718410412, 278.31938186913226, -4.323350964180245, 111.28333888612028, -4.322129149650539, 304.9524225412787, -5.925000387090292, 136.17828744696746, -7.781589300863531, 332.13571878474545, -10.554303957744779, 172.65620298147283, -12.978317883628414, 14.6843298394544, -15.16773168365727, 222.56772807437045, -17.34090030594196, 66.23281593530209, -20.129139827706815, 267.1071830678037, -23.931915371403043, 110.58021399297212, -28.965016203028732, 311.9191859466648, -37.217750897564954, 154.53804552508134
-21.7185318387643, 77.93142126628351, -21.62212783757862, 275.5070996052479, -20.390082326323288, 116.71518980597848, -19.660334271291187, 325.0146618917307, -19.070988725540595, 170.50759135490654, -16.62528208129156, 21.26601912689889, -15.093201845920044, 235.85443229825626, -11.89346952959786, 76.86871495516063, -7.9339870851383685, 279.1730093652459, -5.929340380673089, 104.99472016989371, -6.149839101810633, 281.1321929653453, -7.918147702966837, 121.12809740248836, -9.772579019866978, 323.40761544949646, -10.547816630804158, 171.2702771577627, -10.946526281239361, 24.258929621542816, -11.759854530172182, 236.1015693477919, -11.083873712968286, 87.37495998077335, -10.699763100091442, 301.72076499395564, -10.290426674344664, 149.35597465123323, -8.952577386619655, 357.74602223939814, -7.930002174452545, 205.26182021182984, -6.819021092152322, 44.979626114282006, -5.688496203647411, 247.07991651587486, -5.127355876612141, 87.55476785873347, -4.151107391020235, 282.26338579726814, -3.890685795902709, 117.99580031146421, -4.980046057557759, 310.32423277988084, -5.645853750374173, 144.68610042152943, -7.787731685802179, 341.62083000493175, -10.287867937705386, 180.04981245200833, -12.873392844274758, 25.966414450001288, -16.08357710053173, 230.1320596100964, -19.96624747212251, 76.7912817596405, -25.413417766307592, 287.02375867010744, -33.32218806854182, 161.72817247472784, -34.61124461491436, 81.30573992355833
