Parameter_Level_1,Parameter_Level_2,Parameter_Level_3,Parameter_Level_4,Parameter_Level_5,Parameter_Level_6,Parameter_Level_7,Parameter_Level_8,Parameter_Level_9,Parameter_Level_10,Parameter_Level_11,Parameter_Level_12,Parameter_Level_13,Parameter_Level_14
cal,0,errors," ",NaN,NaN
cal,0,state," ",NaN,NaN
cal,0,temp,lmk,-50,90
cal,0,temp,csac,-50,90
cal,0,pll,down,1,1
cal,0,pll,up,1,1
