First line is descriptive text that is ignored by the preparation tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FirstTheta,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeltaTheta,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NumTheta,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FirstPhi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeltaPhi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NumPhi,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency,20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polarisation,RHCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beam,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TriLensQR,440-0375-00198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LensNumber,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RawAttenPhase,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,141.4969,0,140.7879,0,140.0784,0,139.3685,0,138.6585,0,137.9486,0,137.2391,0,136.5301,0,138.0183,0,139.5115,0,141.0078,0,142.5052,0,144.0015,0,145.4947,0,146.9829,0,147.4579,0,147.9331,0,148.4083,0,148.8836,0,149.3589,0,149.8341,0,150.3091,0,149.2167,0,148.1223,0,147.0268,0,145.9308,0,144.8352,0,143.7409,0,142.6485,0,142.863,0,143.0775,0,143.292,0,143.5065,0,143.721,0,143.9355,0,144.15
0,141.4969,0,141.9733,0,141.2839,0,140.5741,0,139.8638,0,139.1533,0,138.4427,0,137.7323,0,138.1101,0,139.6039,0,141.1006,0,142.5981,0,144.0946,0,145.5878,0,147.0758,0,147.1369,0,147.612,0,148.0872,0,148.5625,0,149.0378,0,149.513,0,149.9881,0,149.6313,0,148.5379,0,147.443,0,146.3474,0,145.2519,0,144.1573,0,143.0643,0,143.9227,0,144.1375,0,144.3523,0,144.567,0,144.7817,0,144.9964,0,145.2111
0,141.4969,0,141.3856,0,142.4502,0,141.7805,0,141.0705,0,140.3599,0,139.6489,0,138.9377,0,138.2265,0,139.6963,0,141.1933,0,142.6912,0,144.1877,0,145.6809,0,147.1688,0,147.0525,0,147.291,0,147.7661,0,148.2413,0,148.7166,0,149.1919,0,149.6671,0,149.4344,0,148.953,0,147.8589,0,146.7638,0,145.6684,0,144.5737,0,143.4803,0,144.3577,0,145.2001,0,145.415,0,145.6299,0,145.8447,0,146.0594,0,146.274
0,141.4969,0,140.7975,0,141.8623,0,142.9274,0,142.2775,0,141.5675,0,140.8567,0,140.1453,0,139.4336,0,139.7887,0,141.2861,0,142.7842,0,144.2808,0,145.774,0,147.2618,0,147.1455,0,147.0292,0,147.445,0,147.9202,0,148.3954,0,148.8707,0,149.346,0,149.1132,0,148.8804,0,148.2744,0,147.1799,0,146.0848,0,144.99,0,143.8963,0,144.7743,0,145.654,0,146.4796,0,146.6944,0,146.9091,0,147.1237,0,147.3382
0,141.4969,0,140.4511,0,141.2741,0,142.3396,0,143.4049,0,142.7749,0,142.065,0,141.3541,0,140.6424,0,139.9303,0,141.379,0,142.8772,0,144.374,0,145.8671,0,147.3547,0,147.2384,0,147.1221,0,147.1241,0,147.5991,0,148.0743,0,148.5496,0,149.0249,0,148.792,0,148.5591,0,148.3262,0,147.5957,0,146.501,0,145.4063,0,144.3124,0,145.1908,0,146.0708,0,146.9519,0,147.7597,0,147.9742,0,148.1886,0,148.4028
0,141.4969,0,140.6035,0,140.6855,0,141.7512,0,142.8171,0,143.8826,0,143.2726,0,142.5628,0,141.8519,0,141.1402,0,141.4719,0,142.9703,0,144.4672,0,145.9603,0,147.4477,0,147.3314,0,147.2151,0,147.0988,0,147.2781,0,147.7532,0,148.2284,0,148.7037,0,148.4708,0,148.2379,0,148.005,0,147.772,0,146.917,0,145.8225,0,144.7285,0,145.6072,0,146.4873,0,147.3685,0,148.2502,0,149.0393,0,149.2533,0,149.4671
0,141.4969,0,140.7559,0,140.0968,0,141.1624,0,142.2287,0,143.295,0,144.3604,0,143.7705,0,143.061,0,142.3503,0,141.6385,0,143.0634,0,144.5603,0,146.0534,0,147.5407,0,147.4244,0,147.3081,0,147.1917,0,147.0754,0,147.4322,0,147.9073,0,148.3826,0,148.1497,0,147.9168,0,147.6838,0,147.4509,0,147.2179,0,146.2386,0,145.1446,0,146.0235,0,146.9037,0,147.7847,0,148.6661,0,149.5474,0,150.3171,0,150.5303
0,141.4969,0,140.9082,0,139.508,0,140.5734,0,141.6398,0,142.7067,0,143.7731,0,144.8384,0,144.2686,0,143.5595,0,142.8489,0,143.1566,0,144.6536,0,146.1466,0,147.6336,0,147.5173,0,147.401,0,147.2847,0,147.1684,0,147.1112,0,147.5863,0,148.0614,0,147.8285,0,147.5956,0,147.3627,0,147.1298,0,146.8969,0,146.6544,0,145.5606,0,146.4397,0,147.3198,0,148.2005,0,149.0815,0,149.9622,0,150.8423,0,151.5918
0,141.4969,0,141.0114,0,139.4035,0,139.9842,0,141.0506,0,142.1177,0,143.1849,0,144.2513,0,145.3163,0,144.7668,0,144.0581,0,143.3479,0,144.7468,0,146.2397,0,147.7266,0,147.6103,0,147.494,0,147.3777,0,147.2614,0,147.1451,0,147.2653,0,147.7404,0,147.5075,0,147.2746,0,147.0417,0,146.8088,0,146.576,0,146.3431,0,145.9764,0,146.8556,0,147.6836,0,148.4902,0,149.297,0,150.1036,0,150.9098,0,151.7151
0,141.4969,0,141.0886,0,139.5563,0,139.395,0,140.461,0,141.5283,0,142.596,0,143.6634,0,144.7297,0,145.7942,0,145.2649,0,144.5569,0,144.84,0,146.3329,0,147.8196,0,147.7033,0,147.587,0,147.4706,0,147.3543,0,147.238,0,147.1217,0,147.4193,0,147.1865,0,146.9536,0,146.7208,0,146.5167,0,146.4759,0,146.435,0,146.3941,0,146.7668,0,147.5728,0,148.3793,0,149.186,0,149.9926,0,150.7987,0,151.6041
0,141.4969,0,141.1657,0,139.709,0,138.8058,0,139.8714,0,140.9385,0,142.0065,0,143.0746,0,144.142,0,145.2081,0,146.272,0,145.763,0,145.0557,0,146.4261,0,147.9125,0,147.7962,0,147.6799,0,147.5636,0,147.4473,0,147.331,0,147.2147,0,147.0984,0,147.0575,0,147.0167,0,146.9759,0,146.935,0,146.8941,0,146.8533,0,146.8124,0,147.1481,0,147.484,0,148.2683,0,149.075,0,149.8815,0,150.6877,0,151.4931
0,141.4969,0,141.2429,0,139.8616,0,138.2169,0,139.2818,0,140.3486,0,141.4166,0,142.4852,0,143.5535,0,144.6208,0,145.6864,0,146.7496,0,146.261,0,146.5192,0,148.0055,0,147.8892,0,147.7729,0,147.6566,0,147.5403,0,147.424,0,147.2219,0,147.0011,0,147.429,0,147.435,0,147.3942,0,147.3533,0,147.3125,0,147.2717,0,147.2308,0,147.5666,0,147.9026,0,148.2386,0,148.964,0,149.7705,0,150.5767,0,151.3821
0,141.4969,0,141.2444,0,140.0142,0,138.3548,0,138.6922,0,139.7585,0,140.8264,0,141.8952,0,142.9641,0,144.0325,0,145.0996,0,146.1647,0,147.227,0,146.7587,0,148.0985,0,147.9822,0,147.8659,0,147.7495,0,147.5663,0,147.3455,0,147.1247,0,146.9039,0,147.3317,0,147.7596,0,147.8125,0,147.7717,0,147.7309,0,147.6901,0,147.6493,0,147.9852,0,148.3211,0,148.6572,0,148.9933,0,149.6595,0,150.4656,0,151.2712
0,141.4969,0,141.2444,0,140.1667,0,138.5078,0,138.103,0,139.1684,0,140.2359,0,141.3047,0,142.3741,0,143.4434,0,144.5117,0,145.5784,0,146.6428,0,147.704,0,148.1914,0,148.0751,0,147.9108,0,147.6899,0,147.4691,0,147.2483,0,147.0274,0,146.8066,0,147.2345,0,147.6624,0,148.0903,0,148.1901,0,148.1493,0,148.1085,0,148.0677,0,148.4037,0,148.7397,0,149.0757,0,149.4118,0,149.7478,0,150.3546,0,151.1602
