First line is descriptive text that is ignored by the preparation tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FirstTheta,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeltaTheta,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NumTheta,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FirstPhi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeltaPhi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NumPhi,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency,30500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polarisation,LHCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beam,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TriLensQR,440-0329-00517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LensNumber,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RawAttenPhase,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,356.9486,0,356.3096,0,355.6702,0,355.0306,0,354.3908,0,353.7512,0,353.1118,0,352.4728,0,354.7943,0,357.1353,0,359.4881,0,1.8449,0,4.1978,0,6.5387,0,8.8602,0,11.2535,0,13.6682,0,16.0959,0,18.5279,0,20.9556,0,23.3703,0,25.7636,0,26.4472,0,27.1313,0,27.8158,0,28.5003,0,29.1847,0,29.8689,0,30.5525,0,31.231,0,31.91,0,32.5893,0,33.2686,0,33.9479,0,34.6269,0,35.3054
0,356.9486,0,357.5032,0,356.8788,0,356.2391,0,355.5989,0,354.9586,0,354.3182,0,353.6779,0,354.5031,0,356.8407,0,359.1912,0,1.5466,0,3.8991,0,6.2407,0,8.5638,0,11.0285,0,13.4403,0,15.8659,0,18.2966,0,20.7239,0,23.1389,0,25.5334,0,26.498,0,27.1822,0,27.8667,0,28.5512,0,29.2357,0,29.9198,0,30.6035,0,33.3029,0,33.9865,0,34.6698,0,35.3526,0,36.0347,0,36.7159,0,37.3961
0,356.9486,0,357.3669,0,358.0584,0,357.4487,0,356.8088,0,356.1684,0,355.5275,0,354.8865,0,354.2455,0,356.5467,0,358.8947,0,1.2486,0,3.6006,0,5.9427,0,8.2672,0,10.7625,0,13.2128,0,15.6361,0,18.0656,0,20.4922,0,22.9076,0,25.3031,0,26.3152,0,27.2331,0,27.9176,0,28.6022,0,29.2866,0,29.9708,0,30.6544,0,33.4123,0,36.0868,0,36.7724,0,37.4568,0,38.1399,0,38.8216,0,39.5016
0,356.9486,0,357.2307,0,357.9219,0,358.6141,0,358.0193,0,357.3793,0,356.7387,0,356.0975,0,355.456,0,356.2532,0,358.5986,0,0.95087,0,3.3022,0,5.6447,0,7.9706,0,10.4653,0,12.9756,0,15.4067,0,17.8347,0,20.2608,0,22.6763,0,25.0729,0,26.085,0,27.0978,0,27.9685,0,28.6532,0,29.3376,0,30.0217,0,30.7053,0,33.4636,0,36.2559,0,38.8916,0,39.5758,0,40.2581,0,40.9383,0,41.6162
0,356.9486,0,357.0929,0,357.7855,0,358.4775,0,359.1703,0,358.5905,0,357.9506,0,357.3098,0,356.6684,0,356.0265,0,358.3029,0,0.65347,0,3.0041,0,5.3468,0,7.674,0,10.1679,0,12.6786,0,15.1776,0,17.604,0,20.0294,0,22.4451,0,24.8426,0,25.8546,0,26.8676,0,27.8808,0,28.7041,0,29.3886,0,30.0727,0,30.7563,0,33.5148,0,36.3072,0,39.1206,0,41.7039,0,42.3834,0,43.0603,0,43.7344
0,356.9486,0,356.952,0,357.6492,0,358.3409,0,359.0335,0,359.7268,0,359.1621,0,358.5223,0,357.8816,0,357.2401,0,358.0077,0,0.3564,0,2.7061,0,5.049,0,7.3773,0,9.8703,0,12.3813,0,14.9008,0,17.3736,0,19.7982,0,22.214,0,24.6124,0,25.6242,0,26.6372,0,27.6506,0,28.6639,0,29.4395,0,30.1237,0,30.8072,0,33.5661,0,36.3585,0,39.1718,0,41.9923,0,44.5102,0,45.1819,0,45.8502
0,356.9486,0,356.811,0,357.5129,0,358.2044,0,358.8968,0,359.5899,0,0.28344,0,359.734,0,359.0945,0,358.454,0,357.8125,0,0.05968,0,2.4084,0,4.7512,0,7.0805,0,9.5725,0,12.0837,0,14.6045,0,17.1251,0,19.5672,0,21.9829,0,24.3821,0,25.3938,0,26.4068,0,27.4204,0,28.4339,0,29.4468,0,30.1746,0,30.8582,0,33.6173,0,36.4098,0,39.2229,0,42.043,0,44.8567,0,47.2972,0,47.958
0,356.9486,0,356.67,0,357.3766,0,358.0679,0,358.7601,0,359.4531,0,0.1465,0,0.84023,0,0.30612,0,359.6671,0,359.0269,0,359.7633,0,2.1109,0,4.4536,0,6.7838,0,9.2746,0,11.7858,0,14.3077,0,16.8307,0,19.3363,0,21.7519,0,24.1518,0,25.1634,0,26.1763,0,27.19,0,28.2038,0,29.2171,0,30.2256,0,30.9091,0,33.6686,0,36.4611,0,39.274,0,42.0937,0,44.9067,0,47.6994,0,50.0521
0,356.9486,0,356.2064,0,357.2373,0,357.9315,0,358.6235,0,359.3163,0,0.0095884,0,0.70324,0,1.397,0,0.87833,0,0.23989,0,359.6001,0,1.8137,0,4.1561,0,6.487,0,8.9766,0,11.4876,0,14.0105,0,16.5357,0,19.0533,0,21.521,0,23.9216,0,24.9329,0,25.9458,0,26.9596,0,27.9736,0,28.9873,0,29.9999,0,30.96,0,33.7198,0,36.5329,0,39.3755,0,42.2255,0,45.0687,0,47.8913,0,50.68
0,356.9486,0,355.5695,0,357.0963,0,357.7951,0,358.4869,0,359.1795,0,359.8727,0,0.56626,0,1.26,0,1.9537,0,1.4505,0,0.81277,0,1.5167,0,3.8588,0,6.1903,0,8.6784,0,11.1892,0,13.713,0,16.2402,0,18.7609,0,21.2656,0,23.6914,0,24.7025,0,25.7153,0,26.7291,0,27.8051,0,29.2319,0,30.6591,0,32.0849,0,33.9651,0,36.7915,0,39.6378,0,42.4902,0,45.3345,0,48.1569,0,50.9442
0,356.9486,0,354.9303,0,356.9553,0,357.6588,0,358.3504,0,359.0428,0,359.7358,0,0.42931,0,1.123,0,1.8167,0,2.5102,0,2.0226,0,1.3857,0,3.5616,0,5.8935,0,8.3802,0,10.8905,0,13.415,0,15.9441,0,18.4679,0,20.9767,0,23.4612,0,24.8801,0,26.3048,0,27.7335,0,29.1644,0,30.5958,0,32.0259,0,33.4529,0,35.2653,0,37.0976,0,39.9007,0,42.7553,0,45.6006,0,48.4227,0,51.2083
0,356.9486,0,354.2889,0,356.8143,0,357.5225,0,358.2139,0,358.9061,0,359.599,0,0.29238,0,0.98599,0,1.6797,0,2.3732,0,3.0664,0,2.5944,0,3.2646,0,5.5969,0,8.0818,0,10.5916,0,13.1168,0,15.6476,0,18.1743,0,20.7077,0,23.2185,0,26.0835,0,27.6615,0,29.0965,0,30.5322,0,31.9666,0,33.398,0,34.8245,0,36.6458,0,38.4842,0,40.3364,0,43.0208,0,45.867,0,48.6886,0,51.4725
0,356.9486,0,354.2757,0,356.6733,0,357.3817,0,358.0775,0,358.7695,0,359.4622,0,0.15548,0,0.84902,0,1.5427,0,2.2362,0,2.9294,0,3.6221,0,3.1658,0,5.3003,0,7.7834,0,10.2925,0,12.8181,0,15.3693,0,17.9248,0,20.4635,0,22.9758,0,25.8396,0,28.7348,0,30.4682,0,31.9069,0,33.3427,0,34.7737,0,36.1982,0,38.0261,0,39.8686,0,41.7218,0,43.5821,0,46.1336,0,48.9546,0,51.7366
0,356.9486,0,354.2757,0,356.5323,0,357.2407,0,357.9411,0,358.6329,0,359.3255,0,0.018601,0,0.71206,0,1.4057,0,2.0992,0,2.7924,0,3.4852,0,4.1773,0,5.0038,0,7.485,0,10.0083,0,12.5646,0,15.1253,0,17.6803,0,20.2194,0,22.7331,0,25.5957,0,28.4908,0,31.4041,0,33.2871,0,34.7225,0,36.1515,0,37.5722,0,39.4048,0,41.2491,0,43.1013,0,44.9576,0,46.814,0,49.2207,0,52.0008
