First line is descriptive text that is ignored by the preparation tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FirstTheta,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeltaTheta,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NumTheta,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FirstPhi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeltaPhi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NumPhi,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency,18700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polarisation,LHCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beam,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TriLensQR,440-0375-00197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LensNumber,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RawAttenPhase,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,147.3936,0,147.7715,0,148.1495,0,148.5275,0,148.9056,0,149.2836,0,149.6616,0,150.0395,0,151.9735,0,153.9188,0,155.8708,0,157.8251,0,159.7772,0,161.7224,0,163.6565,0,163.0316,0,162.4062,0,161.7807,0,161.1551,0,160.5296,0,159.9043,0,159.2793,0,161.3234,0,163.3808,0,165.4462,0,167.5142,0,169.5796,0,171.637,0,173.6811,0,174.0173,0,174.3536,0,174.6899,0,175.0263,0,175.3626,0,175.6989,0,176.0351
0,147.3936,0,148.9564,0,149.3575,0,149.7373,0,150.117,0,150.4966,0,150.876,0,151.2552,0,152.4074,0,154.3572,0,156.3128,0,158.2696,0,160.2231,0,162.1688,0,164.1023,0,164.0855,0,163.4603,0,162.8346,0,162.2086,0,161.5824,0,160.9562,0,160.3301,0,161.8342,0,163.8971,0,165.9668,0,168.0378,0,170.1047,0,172.1623,0,174.2052,0,174.9539,0,175.2906,0,175.6274,0,175.9641,0,176.3007,0,176.6372,0,176.9736
0,147.3936,0,148.2396,0,150.5338,0,150.9579,0,151.3389,0,151.7197,0,152.1003,0,152.4805,0,152.8605,0,154.7971,0,156.756,0,158.7152,0,160.6699,0,162.6158,0,164.5485,0,164.7925,0,164.5152,0,163.8897,0,163.2637,0,162.6373,0,162.0106,0,161.3838,0,162.8017,0,164.4154,0,166.489,0,168.5626,0,170.6308,0,172.6881,0,174.7296,0,175.4908,0,176.2299,0,176.5668,0,176.9037,0,177.2404,0,177.577,0,177.9133
0,147.3936,0,147.5253,0,149.8114,0,152.1237,0,152.5704,0,152.9521,0,153.3335,0,153.7144,0,154.0948,0,155.2385,0,157.2005,0,159.1617,0,161.1174,0,163.0633,0,164.9949,0,165.239,0,165.4832,0,164.9453,0,164.3197,0,163.6935,0,163.0667,0,162.4396,0,163.8627,0,165.2963,0,167.0128,0,169.0887,0,171.1577,0,173.2146,0,175.2541,0,176.016,0,176.7792,0,177.5079,0,177.8447,0,178.1813,0,178.5177,0,178.8539
0,147.3936,0,147.0339,0,149.091,0,151.3966,0,153.7237,0,154.1927,0,154.5745,0,154.9557,0,155.3363,0,155.7164,0,157.6461,0,159.6091,0,161.5656,0,163.5112,0,165.4415,0,165.6857,0,165.93,0,166.0006,0,165.3759,0,164.7502,0,164.1238,0,163.4968,0,164.9243,0,166.3608,0,167.8047,0,169.6159,0,171.6854,0,173.7414,0,175.7788,0,176.5411,0,177.3046,0,178.0691,0,178.7866,0,179.1229,0,179.459,0,179.7948
0,147.3936,0,146.9973,0,148.3729,0,150.6711,0,152.9931,0,155.3314,0,155.8222,0,156.2033,0,156.5838,0,156.9636,0,158.0928,0,160.0574,0,162.0145,0,163.9596,0,165.8883,0,166.1326,0,166.3769,0,166.6212,0,166.4315,0,165.8069,0,165.1813,0,164.5547,0,165.9856,0,167.4242,0,168.8687,0,170.3174,0,172.2138,0,174.2686,0,176.3035,0,177.0661,0,177.8298,0,178.5943,0,179.3592,0,180.0647,0,180.4002,0,180.7354
0,147.3936,0,146.9606,0,147.6574,0,149.9475,0,152.2636,0,154.5984,0,156.9443,0,157.4562,0,157.8362,0,158.2153,0,158.5936,0,160.5065,0,162.4639,0,164.4082,0,166.3352,0,166.5795,0,166.8238,0,167.0681,0,167.3124,0,166.8627,0,166.2382,0,165.6127,0,167.0459,0,168.4855,0,169.9297,0,171.3767,0,172.8247,0,174.7961,0,176.8281,0,177.591,0,178.3547,0,179.119,0,179.8836,0,180.6482,0,181.341,0,181.6754
0,147.3936,0,146.924,0,146.9446,0,149.2259,0,151.5354,0,153.8659,0,156.21,0,158.5599,0,159.0922,0,159.4703,0,159.8475,0,160.9565,0,162.9139,0,164.8572,0,166.7821,0,167.0264,0,167.2707,0,167.515,0,167.7593,0,167.9169,0,167.2941,0,166.6699,0,168.1045,0,169.5441,0,170.9871,0,172.4314,0,173.8754,0,175.3238,0,177.3525,0,178.1155,0,178.8791,0,179.6431,0,180.4073,0,181.1712,0,181.9348,0,182.6141
0,147.3936,0,146.697,0,146.674,0,148.5066,0,150.8088,0,153.1344,0,155.4758,0,157.8255,0,160.1755,0,160.7274,0,161.1031,0,161.4777,0,163.3643,0,165.3064,0,167.2291,0,167.4733,0,167.7176,0,167.9618,0,168.206,0,168.4501,0,168.3481,0,167.7257,0,169.1607,0,170.5994,0,172.04,0,173.4807,0,174.9198,0,176.3553,0,177.8767,0,178.6396,0,179.3541,0,180.0483,0,180.7426,0,181.4368,0,182.1307,0,182.824
0,147.3936,0,146.3686,0,146.6374,0,147.7898,0,150.084,0,152.4038,0,154.7419,0,157.0907,0,159.4423,0,161.7888,0,162.3592,0,162.7319,0,163.8151,0,165.7557,0,167.6759,0,167.9202,0,168.1644,0,168.4085,0,168.6526,0,168.8966,0,169.1405,0,168.7794,0,170.2138,0,171.6505,0,173.0879,0,174.4518,0,175.4047,0,176.3566,0,177.3071,0,178.6881,0,179.382,0,180.0762,0,180.7705,0,181.4647,0,182.1586,0,182.8519
0,147.3936,0,146.0397,0,146.6008,0,147.0757,0,149.3613,0,151.6746,0,154.0086,0,156.3556,0,158.708,0,161.0577,0,163.397,0,163.9851,0,164.3541,0,166.2052,0,168.1227,0,168.3669,0,168.6109,0,168.855,0,169.0989,0,169.3427,0,169.5865,0,169.8302,0,170.7798,0,171.7311,0,172.6835,0,173.6365,0,174.5895,0,175.5421,0,176.4936,0,177.9346,0,179.375,0,180.1041,0,180.7984,0,181.4926,0,182.1865,0,182.8798
0,147.3936,0,145.7104,0,146.5641,0,146.3646,0,148.6407,0,150.9469,0,153.276,0,155.6206,0,157.9729,0,160.3252,0,162.6693,0,164.9977,0,165.6023,0,166.6548,0,168.5693,0,168.8133,0,169.0573,0,169.3012,0,169.5449,0,169.7886,0,169.4698,0,169.0271,0,169.9691,0,170.918,0,171.8693,0,172.8216,0,173.7744,0,174.7272,0,175.6794,0,177.1208,0,178.5628,0,180.0035,0,180.8263,0,181.5205,0,182.2144,0,182.9078
0,147.3936,0,145.7037,0,146.5275,0,146.3142,0,147.9227,0,150.2209,0,152.5444,0,154.8858,0,157.2374,0,159.5913,0,161.9396,0,164.2746,0,166.5885,0,167.2085,0,169.0157,0,169.2596,0,169.5034,0,169.7471,0,169.5517,0,169.1091,0,168.6661,0,168.2227,0,169.166,0,170.108,0,171.0562,0,172.0074,0,172.9596,0,173.9122,0,174.8648,0,176.3061,0,177.749,0,179.1917,0,180.6323,0,181.5485,0,182.2423,0,182.9357
0,147.3936,0,145.7037,0,146.4908,0,146.2775,0,147.2073,0,149.497,0,151.8141,0,154.1515,0,156.5015,0,158.8564,0,161.2081,0,163.5489,0,165.8709,0,168.1671,0,169.4618,0,169.7055,0,169.6336,0,169.1911,0,168.7481,0,168.3048,0,167.8612,0,167.4174,0,168.3616,0,169.3049,0,170.247,0,171.1943,0,172.1455,0,173.0976,0,174.05,0,175.4907,0,176.934,0,178.3781,0,179.8211,0,181.2613,0,182.2702,0,182.9636
