metric,lowerRange,upperRange
TLM_1_Rx1.Lens1.RFIC1.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC2.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC3.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC4.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC5.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC6.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC7.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC8.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC9.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC10.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC11.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens1.RFIC12.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC1.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC2.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC3.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC4.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC5.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC6.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC7.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC8.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC9.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC10.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC11.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens2.RFIC12.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC1.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC2.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC3.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC4.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC5.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC6.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC7.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC8.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC9.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC10.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC11.Power.Channels.Current,NaN,NaN
TLM_1_Rx1.Lens3.RFIC12.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC1.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC2.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC3.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC4.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC5.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC6.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC7.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC8.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC9.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC10.Power.Channels.Current,NaN,NaN
TLM_1_Rx2.Lens1.RFIC11.Power.Channels.Current,NaN,NaN
