metric,lowerRange,upperRange
pcs_0_tlm_0_rfic,NaN,NaN
pcs_0_tlm_1_rfic,NaN,NaN
pcs_0_tlm_2_rfic,NaN,NaN
pcs_0_tlm_3_rfic,NaN,NaN
pcs_0_tlm_4_rfic,NaN,NaN
pcs_0_tlm_5_rfic,NaN,NaN
pcs_1_tlm_0_rfic,NaN,NaN
pcs_1_tlm_1_rfic,NaN,NaN
pcs_1_tlm_2_rfic,NaN,NaN
pcs_1_tlm_3_rfic,NaN,NaN
pcs_1_tlm_4_rfic,NaN,NaN
pcs_1_tlm_5_rfic,NaN,NaN
pcs_2_tlm_0_rfic,NaN,NaN
pcs_2_tlm_1_rfic,NaN,NaN
pcs_2_tlm_2_rfic,NaN,NaN
pcs_2_tlm_3_rfic,NaN,NaN
pcs_2_tlm_4_rfic,NaN,NaN
pcs_2_tlm_5_rfic,NaN,NaN
pcs_3_tlm_0_rfic,NaN,NaN
pcs_3_tlm_1_rfic,NaN,NaN
pcs_3_tlm_2_rfic,NaN,NaN
pcs_3_tlm_3_rfic,NaN,NaN
pcs_3_tlm_4_rfic,NaN,NaN
pcs_3_tlm_5_rfic,NaN,NaN
pcs_4_tlm_0_rfic,NaN,NaN
pcs_4_tlm_1_rfic,NaN,NaN
pcs_4_tlm_2_rfic,NaN,NaN
pcs_4_tlm_3_rfic,NaN,NaN
pcs_4_tlm_4_rfic,NaN,NaN
pcs_4_tlm_5_rfic,NaN,NaN
pcs_5_tlm_0_rfic,NaN,NaN
pcs_5_tlm_1_rfic,NaN,NaN
pcs_5_tlm_2_rfic,NaN,NaN
pcs_5_tlm_3_rfic,NaN,NaN
pcs_5_tlm_4_rfic,NaN,NaN
pcs_5_tlm_5_rfic,NaN,NaN
pcs_0_tlm_0_errors,NaN,NaN
pcs_0_tlm_1_errors,NaN,NaN
pcs_0_tlm_2_errors,NaN,NaN
pcs_0_tlm_3_errors,NaN,NaN
pcs_0_tlm_4_errors,NaN,NaN
pcs_0_tlm_5_errors,NaN,NaN
pcs_1_tlm_0_errors,NaN,NaN
pcs_1_tlm_1_errors,NaN,NaN
pcs_1_tlm_2_errors,NaN,NaN
pcs_1_tlm_3_errors,NaN,NaN
pcs_1_tlm_4_errors,NaN,NaN
pcs_1_tlm_5_errors,NaN,NaN
pcs_2_tlm_0_errors,NaN,NaN
pcs_2_tlm_1_errors,NaN,NaN
pcs_2_tlm_2_errors,NaN,NaN
pcs_2_tlm_3_errors,NaN,NaN
pcs_2_tlm_4_errors,NaN,NaN
pcs_2_tlm_5_errors,NaN,NaN
pcs_3_tlm_0_errors,NaN,NaN
pcs_3_tlm_1_errors,NaN,NaN
pcs_3_tlm_2_errors,NaN,NaN
pcs_3_tlm_3_errors,NaN,NaN
pcs_3_tlm_4_errors,NaN,NaN
pcs_3_tlm_5_errors,NaN,NaN
pcs_4_tlm_0_errors,NaN,NaN
pcs_4_tlm_1_errors,NaN,NaN
pcs_4_tlm_2_errors,NaN,NaN
pcs_4_tlm_3_errors,NaN,NaN
pcs_4_tlm_4_errors,NaN,NaN
pcs_4_tlm_5_errors,NaN,NaN
pcs_5_tlm_0_errors,NaN,NaN
pcs_5_tlm_1_errors,NaN,NaN
pcs_5_tlm_2_errors,NaN,NaN
pcs_5_tlm_3_errors,NaN,NaN
pcs_5_tlm_4_errors,NaN,NaN
pcs_5_tlm_5_errors,NaN,NaN
pcs_0_tlm_0_rfPowerdBm,NaN,NaN
pcs_0_tlm_1_rfPowerdBm,NaN,NaN
pcs_0_tlm_2_rfPowerdBm,NaN,NaN
pcs_0_tlm_3_rfPowerdBm,NaN,NaN
pcs_0_tlm_4_rfPowerdBm,NaN,NaN
pcs_0_tlm_5_rfPowerdBm,NaN,NaN
pcs_1_tlm_0_rfPowerdBm,NaN,NaN
pcs_1_tlm_1_rfPowerdBm,NaN,NaN
pcs_1_tlm_2_rfPowerdBm,NaN,NaN
pcs_1_tlm_3_rfPowerdBm,NaN,NaN
pcs_1_tlm_4_rfPowerdBm,NaN,NaN
pcs_1_tlm_5_rfPowerdBm,NaN,NaN
pcs_2_tlm_0_rfPowerdBm,NaN,NaN
pcs_2_tlm_1_rfPowerdBm,NaN,NaN
pcs_2_tlm_2_rfPowerdBm,NaN,NaN
pcs_2_tlm_3_rfPowerdBm,NaN,NaN
pcs_2_tlm_4_rfPowerdBm,NaN,NaN
pcs_2_tlm_5_rfPowerdBm,NaN,NaN
pcs_3_tlm_0_rfPowerdBm,NaN,NaN
pcs_3_tlm_1_rfPowerdBm,NaN,NaN
pcs_3_tlm_2_rfPowerdBm,NaN,NaN
pcs_3_tlm_3_rfPowerdBm,NaN,NaN
pcs_3_tlm_4_rfPowerdBm,NaN,NaN
pcs_3_tlm_5_rfPowerdBm,NaN,NaN
pcs_4_tlm_0_rfPowerdBm,NaN,NaN
pcs_4_tlm_1_rfPowerdBm,NaN,NaN
pcs_4_tlm_2_rfPowerdBm,NaN,NaN
pcs_4_tlm_3_rfPowerdBm,NaN,NaN
pcs_4_tlm_4_rfPowerdBm,NaN,NaN
pcs_4_tlm_5_rfPowerdBm,NaN,NaN
pcs_5_tlm_0_rfPowerdBm,NaN,NaN
pcs_5_tlm_1_rfPowerdBm,NaN,NaN
pcs_5_tlm_2_rfPowerdBm,NaN,NaN
pcs_5_tlm_3_rfPowerdBm,NaN,NaN
pcs_5_tlm_4_rfPowerdBm,NaN,NaN
pcs_5_tlm_5_rfPowerdBm,NaN,NaN
