SEC_240701-17_17_55-MCR1_Rig1__QR00169_1_20_3820_Bias_0_Override_7_tx_Beam2_27.50_31.00_GHz_29.50_GHz_45C
cal_frequency:,29.5
date time, 01-07-24 17:17:55
# ER Id, c0094127
itcc_runner_version, 1.2.7059
array geometry, Mrk1_S2000_TLM_TX_V09062022_arrayCalGeomInfo_V20062022
lens_assembly name, None
lens type (rx/tx), tx
Nlens, 3
Nports, 152
Nf, 36
# acu_version, 1.20.3820
# Initial attenuation, 5
# Terminal series, s2000
f_s, 27.5
f_e, 31
# f_c, 29.5
Source power [dBm], -15
IFBW [Hz], 2000
Probe orientation, HV
Beam, 2
Calibration data, True
Temp. [°C],45
rfic temperatures,40.34595636842105
# efuse_data,None
# combiners_common_setting,36
# common_settings,[[1. 1. 6]. [1. 2. 6]. [2. 1. 6]. [2. 2. 6]. [3. 1. 6]. [3. 2. 6]]
barcodes,00169_1_20_3820_Bias_0_Override_7
port, lens, rfic, channel, rfic temperature, combiner temperature, plate tem 1, plate tem 2, ambient temperature, odd_rf_power, even_rf_power, combiner_rf_power, active_port_rf_power, avg_rfic_tem, rail1_name, rail1_voltage, rail1_current, rail2_name, rail2_voltage, rail2_current, rail3_name, rail3_voltage, rail3_current, rail4_name, rail4_voltage, rail4_current, rail5_name, rail5_voltage, rail5_current, rail6_name, rail6_voltage, rail6_current, rail7_name, rail7_voltage, rail7_current, tlm_psu_power, tlm_psu_voltage, tlm_psu_current,27.5,, 27.6,, 27.7,, 27.8,, 27.9,, 28.0,, 28.1,, 28.2,, 28.3,, 28.4,, 28.5,, 28.6,, 28.7,, 28.8,, 28.9,, 29.0,, 29.1,, 29.2,, 29.3,, 29.4,, 29.5,, 29.6,, 29.7,, 29.8,, 29.9,, 30.0,, 30.1,, 30.2,, 30.3,, 30.4,, 30.5,, 30.6,, 30.7,, 30.8,, 30.9,, 31.0
11,1,12,2,43.582077,39.269524,43.86665344238281,38.580894470214844,23.639385223388672,None,None,None,None,41.425798900000004,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-3.2134616907482094, 23.33765498320527, -2.179561215209567, 316.5246156718681, -1.430449587583134, 252.05966823503184, 0.29582914767907115, 191.07964351069967, 2.2848780495317493, 125.18544865836542, 4.01553628600455, 55.89502006377208, 5.177522555899144, 341.7366092126073, 6.043475192420454, 269.3102369076115, 6.6292790567191435, 200.41708488819188, 7.502082511337117, 131.33878785280118, 8.06167963503474, 58.91545408646318, 8.902715552278679, 350.2326252685729, 8.983383221547223, 276.87739514543915, 9.05013341885671, 206.1712649155487, 9.041871990566502, 135.57810517921544, 8.913149867067423, 69.5396909993006, 8.879348016550265, 1.2468537442834469, 8.738059628339359, 295.91301217123345, 9.173110437749003, 229.9269536958994, 9.21510892250598, 162.39992680175556, 9.310167666080574, 97.72443975778847, 9.693552068764719, 28.821737435375457, 10.128747887766934, 321.31589852209936, 10.223078214888124, 252.40478408093105, 10.690239066328836, 180.079834355249, 10.46266191746518, 112.67988418336724, 10.013026079307991, 43.694918305483995, 9.904001222111452, 336.9401381206962, 9.994831927631282, 271.03756357948663, 9.76025194066293, 199.53900172539124, 9.479310130095858, 129.5724971028366, 8.9781233500338, 60.406365083622, 8.5312718451176, 353.038386291115, 8.051952541155336, 288.45867646481975, 8.161141143878, 216.0885026732349, 7.570327318269875, 146.04307086201473
12,1,12,2,45.019592,40.707039,45.05763626098633,39.55909729003906,23.615447998046875,None,None,None,None,42.71956479999999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.07484334778729024, 156.14645813269226, 0.9018531826251837, 92.11019785151409, 2.394457799823867, 29.66415828152981, 4.314953332863992, 323.07298684623447, 6.312375995872949, 253.38350521975195, 7.989129224343046, 182.24254639370065, 9.279213588785002, 105.81612410928862, 10.096314483538166, 30.779768857885593, 10.768480268816418, 317.2325061954532, 11.501607473743647, 243.9350183170523, 11.740158354058035, 167.129973744496, 11.852415278118283, 93.02546240346828, 11.416021842371059, 18.32719398359935, 10.5114087106789, 305.7127769037837, 9.48992708538882, 236.487936748539, 8.305817584087375, 172.3453229403088, 7.960386499764414, 110.95775188815024, 7.41356662261473, 50.87750975222568, 8.104004731761226, 350.5585615720472, 8.851594248993486, 286.91293960531215, 9.782863585702735, 220.7327900725955, 10.434280680241155, 152.31592662301483, 10.689792703132287, 83.60880057913302, 11.364652413987589, 15.404149516333657, 11.485082638920671, 306.55185622931606, 11.959831884145398, 237.5977106651323, 11.937170415493078, 168.5266598139988, 12.332946693782965, 99.39803574859016, 12.693427583684327, 28.835184252921184, 12.535067529670552, 313.1624898872625, 12.042135427485643, 241.88371266118656, 11.319684986899158, 173.55456340505125, 10.953337636801583, 102.3873515066864, 10.172390869628089, 36.004902506466266, 10.040870979629622, 326.3843432261529, 9.434195068232944, 255.4619351371726
13,1,7,0,37.832005,39.269524,43.895660400390625,38.591819763183594,23.635705947875977,None,None,None,None,41.449757500000004,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2.655207597826047, 157.11489225310507, 4.537982155957139, 91.14572202001212, 6.048190398917372, 22.827170142023352, 8.067272335105603, 312.0779221928739, 9.9242955816816, 238.31853468992017, 11.521199116941572, 162.63834788183192, 12.421420882643003, 83.55187309887704, 12.883769785748145, 5.414512032048519, 13.040861426553327, 289.97902072266277, 13.08555373547591, 214.8437708458313, 12.812476191037863, 140.05665341141582, 12.836080379925896, 68.65953693479807, 12.190871870922306, 354.0394615473121, 11.407838602870102, 281.08151438377473, 10.605269261559533, 211.13399510258134, 9.869804563999889, 144.84255337513216, 9.072779307621383, 78.06021908630922, 8.235146072082749, 15.742106974535544, 8.185016924759987, 312.53914715771515, 8.296440983642016, 249.20719306912974, 8.233813629037854, 188.42119611760663, 9.188494673130318, 123.23980517572413, 10.099233900883265, 58.198117358542355, 10.67036281998689, 351.0683761774325, 11.447392898974378, 278.65300700123873, 11.686665967585128, 209.88837375785428, 11.763093315687739, 139.68788569737072, 12.057197703503466, 72.16139076408395, 12.724336735190056, 3.913174405283248, 13.054268283327687, 289.43077452638846, 13.429013553029732, 215.90973242819314, 13.137744811541282, 141.44270586808827, 12.850280618317187, 69.09420059829195, 12.144953250722821, 357.3344733179677, 11.894888013129716, 280.8636640297395, 10.825090647472361, 208.91983074915913
14,1,7,0,39.269524,40.707039,45.05763626098633,39.55909729003906,23.615447998046875,None,None,None,None,42.71956479999999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.8861520980867663, 208.49513929781978, 0.8802670414322036, 141.0910663744197, 2.1329937215228405, 74.79434435651594, 4.210866941275475, 8.052137306832659, 6.098880989313714, 298.252067282678, 7.430323926874159, 227.39709188069622, 8.988268269866875, 150.833026214862, 9.380330823530564, 76.1216947720251, 10.401052454129449, 5.058671453751479, 11.074200533562541, 291.83624516144016, 11.559027461854733, 218.90839649870995, 12.276856828047267, 146.235071091325, 12.444792384083105, 72.89341213453382, 12.517760528763581, 2.7399992785095715, 12.691381763837825, 292.00663922596596, 12.806208954998253, 225.0361428367349, 13.59226151162427, 154.973499694426, 13.561129417978089, 83.76415586051444, 14.147063590513117, 13.130520901561958, 13.973239787958786, 300.64135654299656, 13.966638397149076, 231.70980877707387, 14.104979831351027, 161.81067972142125, 13.951721932986349, 91.4285337834611, 14.455125628785463, 22.688994782182068, 14.231277889969805, 311.824863968762, 14.259262170327379, 241.58170967399957, 13.965123464170311, 172.32686620238897, 14.006877810380074, 103.53259790923646, 14.208307659131814, 34.69320868677553, 14.208454218668699, 319.0362210532246, 13.870132588120608, 248.80132476727226, 13.572091864651492, 178.44321900803175, 13.267781659505646, 105.2535624022116, 12.584433520553102, 36.24725368282048, 12.448530468535742, 322.3415266600754, 11.41307754039283, 247.8077911270002
15,1,7,2,38.311176,37.832005,43.895660400390625,38.591819763183594,23.635705947875977,None,None,None,None,41.42579905000001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.8519241567533776, 147.18413189346833, 0.9249675352259372, 76.13949710005001, 2.0608458570774184, 7.579997029902384, 3.969121209931479, 296.89350954257577, 5.287414048489515, 226.04583183807873, 6.865684442890021, 150.64429077977113, 7.235478011711192, 75.36035329441893, 7.90481463201027, 0.7449580356130052, 8.124865978038084, 288.8665857669997, 8.539080186031217, 219.56195854719155, 8.910590375071493, 145.56193117456218, 9.27444427860417, 77.91298518009562, 9.52257327249121, 5.3629850356575, 9.333735060297691, 293.50638148385127, 9.57739649771074, 225.58135957868086, 9.974643887755581, 158.8742760464744, 10.364676726854105, 89.35737310538155, 10.832108671229829, 20.85887686025334, 11.409900562960045, 308.50191154913, 11.610115229595765, 236.79753512361862, 11.59529172727591, 167.1644072851244, 11.736067429760816, 95.66273108460693, 11.938471205626705, 25.237283487208305, 11.790111065634036, 314.5705132523773, 12.243874656604849, 242.12628444586983, 11.902727045929495, 170.17357413260888, 11.235605122618528, 99.38618658428486, 11.164059274726023, 32.077690419263995, 11.095471897838152, 322.95229146666145, 10.735009578797403, 250.66261560093955, 10.534463709529216, 180.266664811456, 9.77501064025402, 111.29000722406353, 9.964687122258331, 46.80613477091193, 10.00988657397868, 336.94295778285465, 10.600634444255942, 264.29346916790786, 10.774036457923435, 188.33555442250187
16,1,7,2,39.269524,39.748695,45.05763626098633,39.55909729003906,23.615447998046875,None,None,None,None,42.67164759999999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.8894297314444295, 262.65341572150936, 0.2785925536272457, 197.6481877001093, 1.5303885795882306, 130.70695441881713, 3.172311530230333, 63.00348390829814, 5.1103953681026635, 354.08881957100544, 6.612162143717368, 279.6983518007718, 7.780001986412705, 202.5463873336755, 8.544183975571187, 127.01900328387602, 9.034673760288715, 51.25927768653452, 9.533682295424086, 338.1741322923249, 9.80430916489993, 260.70006825337805, 9.859581972407438, 187.86024621798092, 9.680586064453907, 112.21780045640273, 8.697027816981954, 41.62991630569162, 8.278551813965818, 332.9812833174071, 7.862261767997408, 268.93440042644505, 8.476016762458432, 206.3531926506921, 8.960315546482905, 137.80875010803555, 9.694156828088635, 67.8797095558561, 10.104564740413661, 357.6800928669436, 10.45237912891189, 285.34975306268905, 10.295722879819447, 214.68979214012342, 10.29269048681928, 144.80438083195872, 10.634372623148172, 75.40383695048745, 10.409489310077483, 7.2952699965263, 10.674924340166427, 297.12891363595173, 10.63208235791299, 229.45728004910077, 11.132225492064622, 159.85752398523547, 11.562247501864372, 88.93685310551534, 11.823116962272607, 12.451193570314993, 11.69652596741181, 299.3754697484661, 11.096967993350875, 227.88933925569134, 10.86919635892343, 153.86646178782374, 10.15976124795096, 82.62844942788143, 9.9920057579197, 10.009861639068582, 9.107551149340205, 296.8422455614504
17,1,5,1,42.144558,37.832005,43.895660400390625,38.591819763183594,23.635705947875977,None,None,None,None,41.44975745000001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.448774511428811, 61.67730804368377, 5.348970169131494, 349.3484662179887, 6.8332797232698, 276.6490117964524, 8.574911215430479, 202.26942733115834, 9.726605144504765, 127.62456007752013, 10.576950131166054, 50.866022340302194, 10.753197700558312, 332.60749329043944, 10.777397944594506, 257.54130940490785, 10.48193729620245, 185.53095586389227, 10.254060794229549, 115.76009998484096, 10.010410975729494, 44.163366200055776, 9.852800228385751, 338.6714836594995, 9.711719398848889, 271.07986714618255, 9.455155839817085, 202.8541709693073, 9.622860895664829, 138.8238794379598, 10.145869943362097, 74.19614772277515, 10.637874188398666, 7.9650621408268, 11.39833882620093, 301.25507524619803, 12.234983580885658, 230.34682571603884, 12.638914150739593, 160.73786446974904, 12.882277528545101, 92.64519121198553, 13.187199919095065, 21.42588777537161, 13.558786270382539, 312.7364876919564, 13.756281105519786, 243.0655314287294, 14.25500881430789, 171.66681361881461, 14.312174843872178, 101.04486909933841, 14.117484969894027, 30.97685247517226, 14.578001717507371, 323.50606283592117, 14.784341359802799, 253.47359231836617, 14.892515531593824, 179.9527517634771, 15.036673976073311, 106.48744529468459, 14.412740868681448, 34.288565857527, 14.52285184889683, 324.83597548142114, 13.938267656146046, 253.3058510390211, 14.070106305101874, 178.82160694830048, 13.745143039245058, 105.87546885620783
18,1,5,1,43.582077,39.748695,45.0396728515625,39.56655502319336,23.608257293701172,None,None,None,None,42.69560639999999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2.532807448391254, 333.4994186709951, 4.257208377769891, 264.8648987731527, 5.841466480829788, 196.2024001856189, 7.543066365743401, 124.52974999525445, 9.215817398306642, 53.679897278361736, 10.516794839891384, 341.18845239391413, 11.726250831665537, 266.2853229857677, 12.696019918720642, 192.96454271038385, 13.423455592761446, 119.11804927483651, 14.441093223023545, 48.59817679833117, 15.251016503080105, 332.7463821776505, 15.988863898674179, 259.4424807216792, 16.633220579772573, 184.072119367863, 16.568961008602862, 110.1695019004853, 17.006894452903097, 36.21080741726674, 17.125726874747013, 323.65664545557695, 17.15794439546555, 250.07718720329055, 16.725075829805036, 176.9397630310458, 16.355387399453903, 103.5924903335271, 15.729006418352354, 34.52123907019603, 15.587864655768355, 325.35024992047084, 15.352786844662827, 258.14672311109257, 15.66734728002401, 188.15034690404784, 15.912194335852517, 116.77465502673633, 15.777163264857945, 44.92187716063299, 15.338595453955577, 331.03221152884373, 14.622762915704111, 259.9106284223392, 14.039347987715022, 190.6389109913854, 13.480332616408807, 120.58825007355466, 12.626311805948017, 48.083132710612325, 12.110879181434314, 339.51447224126724, 11.186487813605893, 271.6082494412203, 10.690105274631286, 202.20871051884413, 9.898364786367932, 134.47043437953917, 9.620319534743935, 65.56364260177473, 8.529161668005603, 351.51456890070625
19,1,5,0,42.144558,37.832005,43.953834533691406,38.613853454589844,23.646915435791016,None,None,None,None,41.4737164,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5239349970491185, 314.81583063255573, 2.8839414985224887, 245.04962869759396, 3.6885030280615334, 176.9580589770744, 5.445156520615172, 108.715274675778, 7.059442375572475, 38.41093739482666, 8.781768917402331, 325.34653641644894, 9.494651630935762, 247.6091759604899, 10.309752689154232, 171.25086627914007, 10.5027109102397, 95.54276350398742, 10.598764387099655, 23.96564660991013, 10.89835000600128, 308.4387559331923, 10.854014001069661, 236.29342351638314, 10.570228947493412, 161.68765597891303, 9.555160946994471, 85.38981160972567, 8.745735353982889, 17.981240833341193, 7.933589102868749, 310.78943201179123, 7.196268014935777, 242.74194256209734, 6.883963405617592, 177.2600863386646, 5.92297022492862, 106.81559674050892, 4.774453489071765, 43.85092887739947, 3.4342579196309004, 344.5758831440199, 3.1043904995575744, 289.14793417100475, 3.796195934262667, 234.29635809749954, 4.610568304658457, 175.6895121263749, 6.430283894110785, 110.08621754261411, 7.765407198665, 43.12851845685031, 8.675846090789197, 334.28259865931614, 9.850975477674012, 263.75000189247334, 10.401236057056973, 192.46586498744477, 10.693050331284958, 116.25501699114996, 10.858083944662265, 41.694943599635266, 10.129267921998723, 326.77355214847995, 9.65784855639879, 258.3043314639833, 8.788733449153352, 187.76496857607057, 8.674268047997892, 115.70884330352528, 8.057730636679425, 44.093448223869146
20,1,5,0,43.582077,39.269524,45.0396728515625,39.56655502319336,23.608257293701172,None,None,None,None,42.71956494999999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.7178000588716054, 357.7831446093137, 4.786941315487908, 290.0352997744083, 6.08272621390726, 222.96364405601008, 8.064459872925996, 154.41992722264368, 9.722881600074102, 83.72427499276934, 11.139140421577915, 10.624351165337112, 12.231313215935579, 292.95410322364654, 12.972973973640528, 218.30537688445406, 13.589096597164637, 143.69250743371336, 14.197201457890689, 70.62322790551141, 14.722070547144128, 353.7126252166684, 14.925400343315982, 277.4639901169754, 14.650854533261086, 201.4137505402043, 13.639869561194207, 127.72970406846665, 12.899620805554155, 57.82668080223642, 12.146078017485076, 350.1581530577794, 12.020115246945867, 284.9962000825718, 11.720216447146036, 218.0255319656537, 11.587696494528728, 149.46596173589194, 11.566551637758618, 82.68038509855936, 11.513815732525888, 13.829304779605604, 11.245145232277867, 305.480378089116, 11.144967845625528, 236.94190873100837, 11.150506457926575, 168.52915616994602, 10.71844058600309, 99.30960659426708, 10.349003605470648, 30.47523029494703, 9.586275166692046, 324.89928797788514, 9.435594799409317, 258.96954371302417, 9.401386829193823, 191.92495771006895, 9.103008004338607, 120.79808448937658, 8.713770058459378, 52.50302572113439, 7.778586537823401, 344.90542159915896, 7.313781558240996, 277.6339546209407, 6.442391061548808, 212.39149913031454, 6.563266586728601, 146.61047549561525, 5.754720286707535, 76.10575766928693
21,1,8,1,45.019592,37.832005,43.953834533691406,38.613853454589844,23.646915435791016,None,None,None,None,41.4737164,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0814985142634233, 71.56660729153096, 1.3091178541813338, 2.379682938115285, 1.9676290175952413, 291.6310322431035, 3.565654533452443, 219.6391313186926, 4.96192945736269, 148.35417591578246, 6.278882982913107, 72.85043922605585, 6.714438154492042, 356.4516431161536, 7.223950903705044, 280.66288706537466, 7.398456781156828, 206.44475668809383, 7.63548626351004, 133.68202543033254, 7.750808572635036, 60.88486716296797, 7.910211097336078, 349.8435152727356, 7.825161680477829, 278.0717001715834, 7.415544400424351, 204.2002219520786, 7.56062341213804, 134.55885600652377, 7.517648515989124, 64.81400859243062, 6.8052470437991595, 355.0366399556946, 6.919386649300769, 286.9830025951024, 6.652460962822979, 217.93263179747453, 6.734924032038181, 150.16566387643772, 6.574843287994092, 83.6275498584147, 6.777823380751025, 15.787190496995109, 7.109709500121823, 308.6724810462474, 7.248815326532775, 240.07369068761597, 7.552739350489814, 169.80924881924003, 7.873046228340027, 99.83380905001857, 7.640627352704183, 30.587093249103713, 8.180211663621634, 323.8930276064169, 8.669711069554825, 254.80200634249002, 8.82985559735417, 180.30214606924466, 9.323414921339468, 106.85849999844096, 8.649424176280679, 31.97999545511916, 8.320490943561762, 322.7161395806954, 7.689156130108446, 248.4382990190617, 7.1933994522942, 175.8846208313902, 6.586779030661912, 103.68119791170294
22,1,8,1,46.457111,39.269524,45.021549224853516,39.57019805908203,23.615617752075195,None,None,None,None,42.71956494999999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.3654111246716618, 11.23876424337233, 2.39230323670662, 299.8784496829152, 3.49125625330732, 231.87151429921596, 5.00701075326906, 164.87461523088737, 6.851757294720805, 94.6647136899073, 8.36901711069298, 22.311979721119776, 9.796977103188716, 306.13548088735155, 10.881658141142882, 232.33808174368866, 11.974681724214381, 157.90991277281407, 13.041192648334084, 84.35676695527214, 14.032597002594315, 6.973833303666442, 14.812468576146632, 289.691547334545, 15.401786724326259, 212.28965526334784, 15.410140134831964, 136.79037489023057, 15.802223921816687, 59.759316536525226, 15.49755138689374, 345.92564322264127, 15.728019861276447, 271.2369220852604, 15.135745787871793, 195.0569206245037, 14.813280960311694, 120.47344411615032, 14.002188867612928, 47.21291607113336, 13.134867924607775, 335.8541521536945, 12.28586438348183, 266.88308600807477, 11.447627781421277, 200.01328630988382, 11.361269033124923, 134.8070253984549, 11.45932382921232, 68.70896419206183, 12.003209220263463, 0.6047825962882256, 12.179980490761462, 289.35327676668174, 12.25591708350847, 216.86485077523332, 12.25734616728943, 145.27745266792033, 11.710928242061208, 68.31437128024598, 11.06750327149678, 358.82972988577524, 10.41567600577957, 288.7381488382839, 10.266980872572057, 217.29234189797882, 9.445518568417286, 148.2065444341723, 9.287902299066653, 76.77102158892478, 8.083362661589515, 1.2532275927940233
23,1,13,3,40.707039,37.832005,43.98665237426758,38.61768341064453,23.639747619628906,None,None,None,None,41.49767485,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8974027094189787, 350.74465060016934, 2.6653112790832, 282.51692939523025, 3.7805395488746605, 215.60000602186494, 5.961283358057763, 145.2584495415519, 7.367612960880582, 72.96820032019778, 8.860582939801063, 359.51063278308834, 9.727026524519792, 282.1624160303961, 10.291094861267986, 205.4806841259025, 10.681025043470507, 131.44633859818651, 10.60318716066419, 57.88683172954309, 10.65380123406274, 344.89293559580864, 10.704476617368604, 273.6968802273406, 9.995833101460827, 200.50376909613405, 9.24849758582101, 128.9634513727854, 8.56397088699447, 61.827895926310795, 8.075595121393837, 358.73427077655975, 7.853108410400564, 292.7996323370943, 7.745875729557548, 229.35995125746746, 8.05207362976872, 163.42991495842995, 7.957530405599554, 94.90757451502121, 7.358741130859815, 33.64586306585253, 7.85668212975305, 328.38808704075296, 8.342466249346407, 265.2999863770243, 9.04483671909063, 201.13804904383537, 9.885755392697913, 129.94826252097857, 10.270026166221779, 61.543545213995806, 10.240906811726301, 352.07568205067594, 10.421761960205057, 284.5028716407423, 10.821781220901547, 219.78372828015765, 11.031876564492425, 147.24781148678545, 11.56357217942299, 77.20501009402057, 11.530747388412959, 3.6431291750543147, 11.241111267008632, 291.95548595176496, 10.519263229416607, 220.8754455277116, 9.998354796272311, 147.07506245222365, 9.114896820621983, 81.70999051500178
24,1,13,3,42.144558,39.269524,45.021549224853516,39.57019805908203,23.615617752075195,None,None,None,None,42.719564999999996,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1.3821425612562364, 246.2613959240032, 0.2747510358196658, 172.24215610602343, 1.3870828505806063, 106.56072351641485, 3.151388704802323, 39.48140699534245, 4.2821751049852645, 328.84703580016384, 5.269711973274886, 259.16383952415055, 6.274782402419011, 186.72684210619616, 6.965060130647103, 117.20987034702674, 7.9098990717412345, 47.72935049236735, 8.508474921897319, 336.7523770739025, 9.206089407592872, 265.5408646933612, 9.970014188415822, 192.71683106431595, 9.94059520293343, 121.04941901070164, 9.649057727373737, 52.82117155905527, 9.828636440423592, 343.71923489489507, 9.846979695911322, 280.97077204847653, 10.636987265194065, 212.6412548136904, 10.867959475777402, 144.69118013127908, 11.433969716750418, 74.79606235497948, 11.366471163924661, 6.66056370504025, 11.750302878938093, 299.1105567374053, 11.901206433250284, 230.77142926300456, 12.174726898287355, 161.79917802223545, 12.854549380226661, 92.54203830370876, 12.90630420342682, 21.470625455429754, 12.980977232248446, 310.02462133003735, 12.441898779061118, 238.93342951949217, 12.06963013760387, 171.404020544661, 11.778892290647232, 104.29361860114977, 11.223760568745698, 34.39750417024657, 11.137831618922876, 330.90855091860044, 11.07657575009003, 264.7808516948872, 11.495844955315492, 196.01210393803018, 11.432108113632207, 125.57501799758171, 11.591571135008856, 52.95744544272196, 10.839298045140428, 340.8762717841822
25,1,13,1,40.707039,37.832005,43.98665237426758,38.61768341064453,23.639747619628906,None,None,None,None,41.52163325,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.8028964152439979, 346.17749619416884, 0.7446110215804322, 273.07861580355325, 1.4276558755487014, 203.84245883848652, 3.378428067456753, 134.3719601454445, 4.7449092106736686, 62.78849034027431, 5.96599273835949, 350.2215077769306, 6.5654584068346145, 276.2464262813465, 7.205752662454676, 202.1542625273665, 7.5798842031862526, 129.91251876897556, 7.906772957310388, 60.6925118800199, 8.27660557819057, 349.5418207382387, 8.759764221555127, 280.0498503338151, 8.807396201582026, 209.92359389698393, 8.810589299638492, 140.36376745889945, 9.198417643479631, 71.4761102291428, 9.50297096524986, 4.022919052984057, 9.88492059163843, 295.4686167132229, 10.135143691216362, 225.74064590154572, 10.686630521516882, 155.36121747344413, 10.516842644343672, 83.43495753281873, 10.079722080322133, 17.361778117683304, 10.052588749543432, 308.8588929176683, 10.236723750853054, 243.6093050234639, 10.349686520552588, 177.3044406395996, 10.94831057625008, 108.39938210104117, 11.231452094927011, 41.31271310253098, 11.41620981191826, 333.51724791043614, 11.968727890161572, 265.86515409050924, 12.445140539213051, 196.94304228518484, 12.604803391717512, 122.77904409635308, 12.8907157595194, 49.99847171186524, 12.465770464839922, 338.53875712171777, 12.374221926696391, 268.4913823154771, 11.878508669051007, 198.87988036963165, 11.925260786965953, 124.28174107700997, 11.204816764049353, 53.70542283130566
26,1,13,1,42.144558,39.269524,45.01087951660156,39.59226989746094,23.623188018798828,None,None,None,None,42.69560639999999,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.3434883617093104, 241.5325256329682, 1.9388668876203543, 173.58943716980048, 3.313619303178317, 108.80076902535616, 5.3813725648642485, 40.189883754938194, 7.316347088265126, 331.95680714137615, 9.087639045496632, 259.52456326116, 10.436635923733492, 183.78007249323718, 11.802598946820924, 110.50286214173293, 12.664645216097517, 34.92249110098553, 13.59672651223654, 322.61673793462546, 14.425003207584933, 245.35542526006913, 14.845375048183612, 170.27983577746298, 15.413513054121337, 95.11729846836272, 14.90477497505612, 20.384091128208052, 15.055580663071309, 307.1127593002475, 14.703753521543339, 234.50841336334315, 14.469476787192994, 163.69823229143006, 13.978830781404646, 92.15692645267046, 13.534220402190815, 20.43132079691627, 12.952992524436741, 311.965475704299, 12.663130050466014, 243.38888575330387, 12.097777016790804, 175.1697779179193, 11.985850149318399, 107.77355346063669, 11.829933341621505, 37.25804275810682, 11.333225699721117, 329.058577267429, 10.789374018799712, 259.3524645500466, 9.96491359712378, 192.0756812153669, 9.656323510971683, 125.02953936698661, 8.971608073288152, 59.28424884116465, 8.328868040003407, 348.9216321403399, 7.863332193011578, 284.4456017916468, 6.696889712608537, 218.0931106002648, 6.437373502006611, 154.657166975717, 5.625791762213813, 91.73086476337056, 6.17492816803379, 27.223978668024397, 5.937289647810275, 318.06968072079883
27,1,15,2,45.019592,37.832005,44.03378677368164,38.63954544067383,23.647106170654297,None,None,None,None,41.49767465,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.489171592242121, 121.32407971923827, 3.162689894342998, 54.23302609463682, 4.411150331912867, 347.08431248430173, 6.4225158375493, 280.7744403808871, 7.8978871285954675, 211.3211678636676, 9.389962094781371, 140.59381518300546, 10.270643763092831, 68.67550556719827, 10.93015410506991, 355.99314190150915, 11.107138184466706, 287.5328539994755, 11.392774125584008, 221.38969500949975, 11.658963759912167, 155.31904061121546, 12.2381042448946, 91.99804299667437, 12.761306975727571, 26.066797197565485, 13.151744660281944, 318.6293301359053, 13.845301494415462, 253.0905488321912, 14.611103676763292, 188.457266380264, 15.040935497826439, 120.6751370571845, 15.594139323248395, 53.83873768952857, 16.15493994804424, 344.49981725378575, 16.270332831654702, 275.5167017370145, 16.061208759605535, 209.601793032736, 16.20881462026114, 142.51672843475563, 16.658452934675235, 76.1031912556695, 16.52204738175528, 8.106960389514542, 16.61028030149224, 297.3033464615598, 16.152443017451702, 229.818382353698, 15.314369193790318, 163.40141210612475, 15.096389895890997, 100.19274872971437, 14.868560374737427, 36.81204466178235, 14.646206515726599, 329.69814479029066, 14.71329285499333, 263.9490748311955, 14.200458388176738, 195.80839519738475, 13.938687869648867, 131.0209443385163, 13.353100250087325, 64.71441884493359, 13.367599434617212, 354.53605792584545, 12.652124175310831, 287.322800931098
