SEC_240701-17_17_54-MCR1_Rig1__QR00169_1_20_3820_Bias_0_Override_7_tx_Beam1_27.50_31.00_GHz_29.50_GHz_45C
cal_frequency:,29.5
date time, 01-07-24 17:17:54
# ER Id, c0094127
itcc_runner_version, 1.2.7059
array geometry, Mrk1_S2000_TLM_TX_V09062022_arrayCalGeomInfo_V20062022
lens_assembly name, None
lens type (rx/tx), tx
Nlens, 3
Nports, 152
Nf, 36
# acu_version, 1.20.3820
# Initial attenuation, 5
# Terminal series, s2000
f_s, 27.5
f_e, 31
# f_c, 29.5
Source power [dBm], -15
IFBW [Hz], 2000
Probe orientation, HV
Beam, 1
Calibration data, True
Temp. [°C],45
rfic temperatures,40.32914338596491
# efuse_data,None
# combiners_common_setting,36
# common_settings,[[1. 1. 6]. [1. 2. 6]. [2. 1. 6]. [2. 2. 6]. [3. 1. 6]. [3. 2. 6]]
barcodes,00169_1_20_3820_Bias_0_Override_7
port, lens, rfic, channel, rfic temperature, combiner temperature, plate tem 1, plate tem 2, ambient temperature, odd_rf_power, even_rf_power, combiner_rf_power, active_port_rf_power, avg_rfic_tem, rail1_name, rail1_voltage, rail1_current, rail2_name, rail2_voltage, rail2_current, rail3_name, rail3_voltage, rail3_current, rail4_name, rail4_voltage, rail4_current, rail5_name, rail5_voltage, rail5_current, rail6_name, rail6_voltage, rail6_current, rail7_name, rail7_voltage, rail7_current, tlm_psu_power, tlm_psu_voltage, tlm_psu_current,27.5,, 27.6,, 27.7,, 27.8,, 27.9,, 28.0,, 28.1,, 28.2,, 28.3,, 28.4,, 28.5,, 28.6,, 28.7,, 28.8,, 28.9,, 29.0,, 29.1,, 29.2,, 29.3,, 29.4,, 29.5,, 29.6,, 29.7,, 29.8,, 29.9,, 30.0,, 30.1,, 30.2,, 30.3,, 30.4,, 30.5,, 30.6,, 30.7,, 30.8,, 30.9,, 31.0
74,3,4,0,43.582077,0.0,44.986324310302734,40.671875,23.6240234375,None,None,None,None,43.10290278947369,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10.247823742545894, 0.08147355647201081, 11.737125387852835, 289.3718154642812, 13.375377036557548, 218.55039024590536, 14.63382137582, 147.20595447392185, 15.915754612708009, 77.19110520036745, 17.4666898094711, 2.7292638405398204, 18.268385282428255, 287.04059103031966, 18.57850698567677, 211.77435643194337, 18.70847524614977, 139.62149588405356, 18.705003507738628, 65.1247224298546, 18.86185150984029, 353.8383429273379, 18.419123337532344, 282.4809473175122, 17.916168654654104, 212.6183726872002, 17.764575434424053, 143.00824925635655, 16.55342023053414, 75.29952564689638, 16.287401437486785, 14.31837141622821, 15.836992005343413, 310.5669208517619, 16.212640577865503, 248.01089669365228, 16.787994147332185, 181.60079532162987, 16.97636687120682, 113.20254490377229, 16.778625203181818, 47.79453535370677, 17.031068768539743, 340.1497242533271, 17.41535964391079, 275.03867697433645, 17.565559607787023, 207.80184132066861, 17.519731765398227, 135.9136004213666, 17.43081780718566, 71.19414858939133, 17.756977848178494, 1.8601609261478544, 17.442761950048762, 292.493911028282, 17.905045323765215, 222.70884551982826, 17.24876263160166, 150.25830408611282, 16.643220375725093, 81.78814150015046, 15.850652833994106, 9.89727255337201, 14.842158305582625, 301.54188868393254, 14.047235211007115, 232.36489214556872, 12.660947211034355, 164.6793236372591, 11.14283528759305, 103.1674058236256
75,3,4,2,43.582077,0.0,45.0189094543457,40.46517562866211,23.631338119506836,None,None,None,None,42.82548700000001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5.1923385664756445, 327.6183077085368, 6.6109425591395325, 257.4177359454997, 8.06935709913461, 190.21547729010342, 9.409740169100472, 120.33927606414277, 10.256229502361208, 50.983585438897386, 11.319385953335777, 346.1040779213572, 12.365721273917757, 275.22024925084884, 13.516375825138088, 208.0159608061839, 14.445689505897265, 136.5021553124789, 15.010637984928032, 67.67031637154668, 16.09428478912457, 359.0700312662768, 16.801671146367646, 288.0611968195441, 17.534408483205933, 214.1671577036417, 17.552411619100372, 143.0593713091863, 17.506067475021084, 74.3910533454012, 18.08339713413098, 7.465668817836673, 18.57577448074814, 294.4302076851516, 18.583788045334906, 222.71928735599636, 18.287694407077304, 148.79038230773864, 17.304755831391084, 79.6026381164583, 16.83198411212724, 14.224184414946365, 16.83059997567234, 308.9644627079516, 16.55813870988651, 242.79722759948865, 16.933506616507568, 176.11781957028546, 17.289547136414868, 106.09601787388156, 17.281593191789774, 35.18252978247147, 16.671424898357692, 325.7870498417068, 16.437975601079764, 258.14600134443265, 15.825398270840994, 189.69318078905624, 15.613223519455568, 121.15057821859467, 14.92559246773534, 53.64014753862697, 14.849470563757052, 347.2760957087173, 14.454248539061616, 277.343459514691, 13.883268312725585, 209.19973497313129, 13.03005416294846, 138.4617571647659, 12.202860543903626, 67.92933435556697
76,3,4,2,43.582077,0.0,44.986324310302734,40.671875,23.6240234375,None,None,None,None,43.07768321052632,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.908148903569045, 352.8261787801039, 5.359576153997941, 285.3843712707097, 7.247748452845051, 220.00947936411063, 8.637873858268806, 149.22162154648436, 9.80311239600326, 81.14980619882591, 11.44980984560127, 8.123957338975284, 11.966145050081305, 293.87411291517463, 12.327919494152912, 222.74779137867142, 12.407645809421108, 152.47045601287647, 12.431894811413018, 82.4817408476483, 12.754896734606598, 13.410878317613985, 12.01411413139317, 307.1861387572146, 12.116923007133893, 245.86671934970565, 12.895370776282078, 181.69198186376136, 13.525185689910389, 119.90034454705744, 15.292988003547428, 51.53432701034845, 15.410073897925882, 337.3951435797157, 15.666097590023886, 265.3021877984332, 15.199654474745923, 192.98173404210272, 14.874303966210983, 126.09274997593812, 14.52549336802597, 60.0898615215905, 14.13916316066989, 351.965941537759, 14.430980709770637, 287.67250079663535, 14.101670409695133, 220.73929517477856, 13.567024876234878, 152.47153001939017, 13.277798585422271, 89.570247630355, 13.353760094505462, 26.788941635957755, 13.687580795822555, 323.78926071262686, 14.615768745629351, 257.7768319109638, 15.022427899712365, 187.72374173701382, 15.146055409345134, 117.91761119455415, 14.868907336996548, 47.01616715327448, 14.702087790122153, 337.76593991589226, 14.45485771940164, 266.4382120929353, 13.967415340229012, 197.91984217017207, 13.217766103295862, 127.05220491031348
77,3,2,1,42.62373,0.0,45.0189094543457,40.46517562866211,23.631338119506836,None,None,None,None,42.90114573684211,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8.000482537311402, 353.2209381272207, 9.203612189860735, 282.1394971418081, 10.510012660853933, 215.7137137548367, 12.218811921679478, 144.4024420106572, 13.371119172844644, 72.49887652683877, 14.684234628525978, 3.2032101385869622, 15.575514375784753, 286.47041478037124, 16.554813332893666, 215.42247520412465, 16.965942896514, 138.31901198264708, 16.888870899809415, 66.37115719959573, 17.023228424218438, 355.0575201758349, 16.809848956790443, 283.864005621165, 16.67163703980681, 214.1802385427879, 16.769627279151386, 147.3890614345835, 16.789541318234317, 80.55609365330567, 17.08467587366663, 15.224495508353396, 17.43259851150914, 306.32639233255287, 17.534105604282956, 240.04158412487817, 18.04384065209704, 170.89719063627825, 17.634125265813097, 102.78399222318718, 18.059599693515707, 37.65215417473722, 18.444825335214187, 329.56211842699236, 18.492310566215117, 261.4755047385188, 18.75755904616126, 192.85126674836206, 18.92120278942503, 123.00095317657163, 19.554656050026733, 52.62822771552458, 19.18259610397205, 339.28685532048905, 18.848006465266916, 269.48500098717983, 17.94645787967887, 198.0973676357589, 17.639593238343643, 128.8827244784122, 16.992655179773024, 59.71073355661246, 16.282013985319256, 352.3469442570383, 15.618133817656616, 284.14550860597285, 14.842227362781308, 217.52739445012628, 14.031528339083492, 150.430274143089, 13.192380851838013, 83.07240874153098
78,3,2,1,43.582077,0.0,44.99011993408203,40.664794921875,23.63523292541504,None,None,None,None,43.12812194736842,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9.481865664350504, 333.6886437198106, 10.444134189023798, 264.1274514350089, 11.9110509017369, 195.66120550802594, 13.13955132666927, 124.56850097154967, 14.056216649149498, 53.37671276394135, 15.088597558026022, 338.88776024663593, 15.344553359176142, 267.221440397593, 15.668666693454254, 194.78896802350468, 15.577902425493193, 123.68705687612743, 15.542481168084015, 53.91200592873752, 15.876091057119218, 346.4618098940859, 15.62821497786938, 277.7293280066782, 15.799312654945176, 211.63016622228608, 16.180039207749136, 141.5614024152449, 15.779977763923704, 74.24857628604427, 16.140423748779774, 7.513917085622231, 15.128598814927159, 299.36253986819884, 15.390499936484503, 236.88215855416263, 15.551240002413948, 168.4384823590306, 15.495661739154862, 104.56904089664141, 15.263646183759988, 38.036000698511224, 14.848740173618983, 332.71169732153464, 15.822531536097358, 270.89149201578334, 15.924862393795081, 203.87353672186975, 15.904907820746372, 133.4326588115741, 15.934885889086289, 65.7430671222957, 15.737338206086346, 357.18388537115635, 15.529254614171597, 288.6951125129232, 15.380198659783971, 220.46837633006646, 14.773496029711225, 153.86415967445447, 14.525507333521759, 86.63904412412583, 13.930273988016156, 19.024379758297233, 13.689498384776211, 311.968175737992, 13.269619756920633, 243.31932339336112, 12.686220419810395, 178.37610042215786, 12.078691012202494, 112.40399880018565
79,3,2,2,42.62373,0.0,45.022727966308594,40.472618103027344,23.627853393554688,None,None,None,None,42.90114573684211,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7.926611662229596, 348.932398899523, 9.463258047108752, 276.9753986830774, 11.235458850433178, 207.71872876203904, 12.587479118575386, 135.456357952585, 13.798910846955359, 65.41001954474024, 14.836895618481112, 356.2279268156406, 15.8484409473831, 283.9481278586713, 17.07913084608926, 214.61687392496788, 17.490747229688, 140.31414556331399, 17.93640780164093, 70.94803585712498, 18.39144314678404, 0.8582083396856229, 18.804869565283514, 292.66356706499585, 19.488795242978544, 222.29765834247067, 20.260212732119097, 153.27397921261544, 20.571560668196124, 83.35986621844881, 21.184102269613042, 14.102790857478826, 21.536376572527914, 303.96508053251864, 21.999864180275488, 235.3407586660664, 22.56023208214564, 164.08715722556144, 22.8812560065235, 93.47654298727562, 23.68546151938385, 20.217255333037897, 23.65606684186616, 305.3974727407438, 23.44989720812834, 230.3736494484988, 23.060109114139912, 155.5223879482474, 22.53655991933139, 79.93097099911878, 21.510745479420933, 4.900080125533078, 19.610718460267847, 293.4235618937096, 18.517684847221187, 225.8171246769091, 16.868037883014143, 156.3898245934549, 15.97566450092244, 89.2790387877289, 14.366691731336036, 21.672298571120926, 12.794425750701306, 318.5774303655533, 11.405814611529792, 256.6414876919479, 10.563216170736096, 197.81448214598024, 10.210916113427684, 136.60787805902888, 10.127036288759259, 69.46786193239114
80,3,2,2,43.582077,0.0,44.99011993408203,40.664794921875,23.63523292541504,None,None,None,None,43.12812194736842,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5.270165563150496, 355.49164915677636, 6.4017603306614, 292.3094989211289, 8.204162897842156, 228.36495264667744, 9.566611967197513, 163.48534778272824, 11.376239556847345, 97.17679146925748, 13.423767678190954, 24.065200487637405, 14.715364479056097, 311.5749239012498, 15.738271708124387, 235.75255918033974, 15.999873956182988, 161.3692461849143, 16.121950224798084, 87.58915448129477, 16.0325083933822, 16.85693622197951, 15.67568523810876, 308.24879829098086, 15.476672646610545, 240.97103277672312, 15.567667336053843, 174.49536010255338, 15.590025874035941, 111.5913247051548, 16.63409784676425, 45.89742472916023, 16.73212272545708, 337.4013048437859, 17.233290668410838, 268.4986081054261, 17.12060348292111, 196.23801924328927, 16.903643563217937, 130.84294969953064, 16.49029374152634, 63.59019192562681, 15.9822360787111, 358.59632788551295, 16.80876267055957, 295.89111803283, 16.757709489395673, 228.47335964132347, 16.93306314724345, 159.62714789755447, 17.117048637562252, 92.77698238847178, 17.398376861437683, 25.574512317237073, 17.500533807560114, 313.5144788118034, 17.52180240978916, 243.69354169575342, 17.049844297366256, 172.4655992294696, 16.354707938126268, 100.82269222419089, 15.350645253180705, 32.60228001815657, 14.977717805021882, 324.0897141282701, 14.160090063866148, 253.6529845418968, 13.157897589710858, 184.93425951279622, 11.09976838729555, 114.96946808583989
81,3,1,1,42.144558,0.0,45.022727966308594,40.472618103027344,23.627853393554688,None,None,None,None,42.97680478947368,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-3.5579912204276463, 61.03139441711697, -2.3297941485151794, 357.57811365319697, 0.1626802595914924, 294.81206329299596, 2.4740265650104023, 225.7944384208675, 4.675844312828651, 155.46982228985794, 6.397198277302275, 84.12940938896395, 7.201615459152547, 8.19578814580992, 8.062691491924065, 297.7264754064827, 8.242106082375843, 224.5755608130188, 8.163179506454716, 156.86238234329835, 8.244796371723016, 88.93140379278924, 8.210049208433771, 24.60752897577073, 8.365899870296513, 318.4115043602749, 8.842671109100769, 255.20332745139547, 9.353622692001716, 192.4845650282185, 10.169616912223391, 127.11855037557189, 10.499326158009573, 61.324548230691235, 11.41878925653957, 355.452322816276, 11.76015505600716, 285.38259760634577, 11.36254735398158, 217.5091769000887, 11.401173583098029, 149.92225843037883, 11.223947764515628, 84.80389203676371, 11.27171015033489, 17.200900305104998, 10.751633341932559, 308.997499967623, 10.223289225923232, 241.37032644029688, 9.613292359071439, 175.76535668820964, 8.37805713929199, 111.16723244487933, 8.431034369178727, 50.710298752722295, 7.580508239568725, 344.5314539955513, 7.323083056539294, 282.3121754245227, 6.531608561954485, 218.92364627593133, 6.472364008749578, 160.05457143813774, 6.313858655694805, 98.88141107281729, 6.164226454397116, 37.19166639743271, 5.886919830050093, 334.6742005997566, 6.085959310660439, 266.2118237672024
82,3,1,1,42.144558,0.0,44.99393081665039,40.66860580444336,23.62070655822754,None,None,None,None,43.153341684210524,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.747034052265963, 15.256448787419501, 3.1747900463738405, 309.20377730127035, 4.6477028120423745, 238.10471696789267, 5.606098286949641, 171.3411466604708, 6.537643599690435, 103.25040716671641, 7.667813277664233, 34.14545349673167, 7.867364723266036, 325.5383674127836, 8.319977182483486, 256.75901397804944, 8.42079299464608, 189.58976815010325, 8.64812202487822, 121.98139016419027, 9.058668178241948, 56.4535337890058, 8.75214218510099, 350.67703375047967, 9.012852709411165, 286.7066790562964, 9.343884412820515, 220.66994676534622, 9.417647700701114, 156.19729881513013, 9.749865158068577, 91.27997068015137, 9.055246652102447, 26.959277704993365, 9.207405828760457, 323.02600673866, 9.083868992445494, 256.08882694033616, 9.189652168578991, 193.21463333901664, 8.595007552966967, 126.2651616718772, 8.013584606221064, 60.53724367336204, 7.904100251975802, 354.21454028143063, 6.584012001709317, 288.69240019760036, 4.820940351323947, 222.86986469093748, 3.171025659581903, 169.03022933073538, 2.9681030413993015, 118.58362816917526, 3.677823614829958, 60.391177357273904, 4.678808553138008, 359.7445128850336, 4.981146509537443, 297.4943909170428, 5.585099737217213, 229.9628932731189, 5.25724529381017, 161.05641236290222, 5.412065072196669, 93.13810111228982, 4.666698218683107, 24.311046275553423, 3.454980254202429, 320.54858037650473, 2.4939535155933052, 257.45962754993
83,3,1,0,42.144558,0.0,45.022727966308594,40.472618103027344,23.627853393554688,None,None,None,None,42.97680478947368,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.22620402476103918, 69.54641660581053, 1.562470818423399, 358.0658066249109, 3.0348055966205316, 293.6803328884983, 4.350904115882266, 226.09278223481672, 5.668049720386753, 157.19935284784458, 6.994352113262887, 89.61091557318873, 8.257557254931053, 17.23835676975964, 9.106036906388947, 308.26649600931853, 10.07276746274414, 234.01661914884738, 10.010374305052324, 162.08859652587375, 9.900250775063483, 91.84353434619854, 9.76715974403728, 22.23624703942951, 9.594453363097982, 311.93747835837877, 9.245704044092825, 245.5031829829898, 8.76178237793252, 178.2187852951064, 7.993134867386265, 114.96888402712882, 7.388149408565615, 52.98382381565655, 7.088710716381737, 354.660493329814, 7.554142925559031, 296.06619627109035, 7.812210259669618, 233.31119632103383, 8.499624871420517, 171.23778575387058, 9.112665573054255, 104.50287502259263, 9.339445824763455, 37.54023163763823, 9.15488369378272, 331.29571618674004, 8.860888527857753, 260.9837407659311, 8.68399422040431, 196.63572263832344, 8.434317963200227, 128.94022688816068, 8.071175643317018, 63.405406225215195, 7.489806682182939, 356.5399418488632, 7.253753221163134, 288.8966026774349, 6.425974982459053, 223.39211007530892, 5.7627338160474695, 157.12501441072163, 5.001975363197339, 89.0081078993835, 4.11760123203429, 23.157671802331187, 2.208448712369982, 315.95051863033683, 0.5989535655841574, 249.23438587072727
84,3,1,0,42.144558,0.0,44.99393081665039,40.66860580444336,23.62070655822754,None,None,None,None,43.12812231578947,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.520928095794793, 38.3440911283361, 1.8747730778547689, 333.5044286165337, 3.7274615818100494, 268.22449511639604, 5.446977215708115, 202.26295605640146, 6.997500604190682, 134.48186324466442, 8.696930996509064, 62.00401442463709, 9.207528884095522, 351.9243843373226, 9.948800308624397, 279.9586211328782, 10.319008202939564, 210.52465816002848, 10.562506804193927, 139.64485777102098, 10.896333215799892, 68.93989528119371, 10.40531626684018, 0.6448378348515111, 10.138214788465351, 292.9386924682583, 9.875355997414365, 224.95976643902648, 9.004376454020916, 160.03296736526377, 8.731273640111453, 99.14089370093906, 7.911976430425442, 36.554181551643104, 8.111142236312828, 337.59542157913637, 7.904104322688489, 274.024144117464, 7.9566312479866, 211.9086426412542, 7.712304075522338, 151.14515321291378, 7.781954605261548, 87.01615176998875, 8.396668300203853, 24.96499126606362, 8.486928091749439, 318.5775846995406, 8.355205716288157, 250.26630065427443, 7.952351660237947, 184.55982110296023, 7.741923119565223, 115.05673331926312, 6.703595023014627, 46.55206170198398, 6.189320435223989, 340.5676802423704, 4.482021126796633, 275.1065671175446, 3.3133416478065185, 212.91443404195542, 2.241129889604251, 149.74594061782142, 1.4735371813579057, 90.39636523023721, 1.145777024062339, 27.004474250261747, -0.03769267173826224, 327.00245005217556, -1.1798575238807165, 270.4428337049592
